Event Type,Event Size (Attendees),Event Duration (Days),Event Schedule (Start - End),Event Date (Start),Event Date (End),"Participant Demographics (Age, Location, Interests)","Participant Engagement Metrics (Attendance, Feedback)"
Conference,623,4,09:00 - 17:00,2024-10-11,2024-10-14,"30-60, Bangalore, Education","95%, Positive"
Conference,981,2,10:00 - 18:00,2024-12-18,2024-12-19,"25-50, Delhi, Business","70%, Negative"
Festival,6146,3,14:00 - 20:00,2024-10-20,2024-10-22,"30-60, Bangalore, Education","95%, Positive"
Conference,1180,2,09:00 - 17:00,2024-12-24,2024-12-25,"20-45, Mumbai, Sports","95%, Positive"
Seminar,510,4,12:00 - 22:00,2024-11-17,2024-11-20,"18-35, Maharashtra, Arts","70%, Negative"
Festival,1595,1,09:00 - 17:00,2024-12-07,2024-12-07,"30-60, Bangalore, Education","95%, Positive"
Conference,1427,4,09:00 - 17:00,2024-12-03,2024-12-06,"20-45, Mumbai, Sports","85%, Positive"
Trade Show,1630,2,10:00 - 18:00,2025-01-06,2025-01-07,"18-25, Indore, Tech","85%, Positive"
Seminar,926,4,09:00 - 17:00,2024-10-25,2024-10-28,"18-25, Indore, Tech","85%, Positive"
Conference,1088,4,10:00 - 18:00,2024-11-05,2024-11-08,"18-35, Maharashtra, Arts","95%, Positive"
Conference,1719,3,10:00 - 18:00,2024-12-07,2024-12-09,"18-25, Indore, Tech","70%, Negative"
Trade Show,1860,2,14:00 - 20:00,2024-10-23,2024-10-24,"25-50, Delhi, Business","70%, Negative"
Seminar,1017,1,09:00 - 17:00,2024-10-27,2024-10-27,"30-60, Bangalore, Education","70%, Negative"
Festival,3254,1,14:00 - 20:00,2024-11-28,2024-11-28,"20-45, Mumbai, Sports","70%, Negative"
Trade Show,2495,2,12:00 - 22:00,2024-12-18,2024-12-19,"25-50, Delhi, Business","75%, Neutral"
Trade Show,1686,2,14:00 - 20:00,2024-11-10,2024-11-11,"20-45, Mumbai, Sports","95%, Positive"
Festival,4401,2,10:00 - 18:00,2024-10-06,2024-10-07,"18-35, Maharashtra, Arts","80%, Negative"
Festival,1733,2,09:00 - 17:00,2024-10-11,2024-10-12,"30-60, Bangalore, Education","80%, Negative"
Trade Show,630,2,14:00 - 20:00,2024-12-20,2024-12-21,"25-50, Delhi, Business","80%, Negative"
Conference,1869,3,09:00 - 17:00,2024-12-16,2024-12-18,"20-45, Mumbai, Sports","70%, Negative"
Conference,1171,2,10:00 - 18:00,2024-11-06,2024-11-07,"18-25, Indore, Tech","70%, Negative"
Trade Show,517,4,10:00 - 18:00,2024-12-10,2024-12-13,"25-50, Delhi, Business","70%, Negative"
Trade Show,2446,2,12:00 - 22:00,2024-12-26,2024-12-27,"25-50, Delhi, Business","85%, Positive"
Festival,4046,3,10:00 - 18:00,2024-10-08,2024-10-10,"18-25, Indore, Tech","95%, Positive"
Conference,1625,3,10:00 - 18:00,2024-10-03,2024-10-05,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,521,1,12:00 - 22:00,2024-10-21,2024-10-21,"30-60, Bangalore, Education","80%, Negative"
Festival,4871,4,09:00 - 17:00,2025-01-09,2025-01-12,"20-45, Mumbai, Sports","85%, Positive"
Festival,6607,4,09:00 - 17:00,2024-10-05,2024-10-08,"20-45, Mumbai, Sports","80%, Negative"
Conference,543,3,09:00 - 17:00,2024-12-04,2024-12-06,"30-60, Bangalore, Education","80%, Negative"
Seminar,784,2,09:00 - 17:00,2024-10-16,2024-10-17,"30-60, Bangalore, Education","75%, Neutral"
Festival,3307,1,09:00 - 17:00,2024-11-15,2024-11-15,"18-25, Indore, Tech","95%, Positive"
Conference,1658,3,09:00 - 17:00,2024-12-02,2024-12-04,"18-25, Indore, Tech","85%, Positive"
Conference,505,3,09:00 - 17:00,2024-11-15,2024-11-17,"30-60, Bangalore, Education","70%, Negative"
Conference,1374,2,10:00 - 18:00,2025-01-29,2025-01-30,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,188,2,10:00 - 18:00,2024-12-02,2024-12-03,"18-25, Indore, Tech","75%, Neutral"
Trade Show,1760,1,10:00 - 18:00,2024-11-02,2024-11-02,"18-25, Indore, Tech","80%, Negative"
Festival,5250,2,14:00 - 20:00,2024-10-08,2024-10-09,"30-60, Bangalore, Education","95%, Positive"
Conference,1164,3,10:00 - 18:00,2024-11-22,2024-11-24,"30-60, Bangalore, Education","95%, Positive"
Seminar,903,1,12:00 - 22:00,2024-11-21,2024-11-21,"20-45, Mumbai, Sports","85%, Positive"
Seminar,490,4,12:00 - 22:00,2024-12-20,2024-12-23,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,2297,1,10:00 - 18:00,2024-10-12,2024-10-12,"18-35, Maharashtra, Arts","75%, Neutral"
Conference,958,2,09:00 - 17:00,2024-10-11,2024-10-12,"25-50, Delhi, Business","70%, Negative"
Trade Show,1116,4,14:00 - 20:00,2024-11-15,2024-11-18,"18-25, Indore, Tech","70%, Negative"
Trade Show,2332,1,10:00 - 18:00,2024-10-19,2024-10-19,"25-50, Delhi, Business","75%, Neutral"
Conference,1543,3,09:00 - 17:00,2024-10-10,2024-10-12,"25-50, Delhi, Business","75%, Neutral"
Conference,328,3,09:00 - 17:00,2024-11-08,2024-11-10,"18-25, Indore, Tech","85%, Positive"
Seminar,514,3,12:00 - 22:00,2024-11-12,2024-11-14,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,922,4,12:00 - 22:00,2024-12-09,2024-12-12,"25-50, Delhi, Business","80%, Negative"
Conference,1780,3,10:00 - 18:00,2024-10-14,2024-10-16,"30-60, Bangalore, Education","75%, Neutral"
Seminar,801,1,10:00 - 18:00,2024-12-15,2024-12-15,"18-35, Maharashtra, Arts","70%, Negative"
Seminar,53,4,10:00 - 18:00,2025-01-26,2025-01-29,"18-25, Indore, Tech","80%, Negative"
Trade Show,939,1,12:00 - 22:00,2024-10-27,2024-10-27,"25-50, Delhi, Business","85%, Positive"
Conference,620,4,10:00 - 18:00,2024-10-31,2024-11-03,"30-60, Bangalore, Education","75%, Neutral"
Festival,4318,2,14:00 - 20:00,2024-12-07,2024-12-08,"30-60, Bangalore, Education","70%, Negative"
Festival,4708,3,14:00 - 20:00,2024-12-26,2024-12-28,"20-45, Mumbai, Sports","85%, Positive"
Trade Show,2729,1,12:00 - 22:00,2024-12-01,2024-12-01,"30-60, Bangalore, Education","80%, Negative"
Festival,6517,1,12:00 - 22:00,2024-10-15,2024-10-15,"30-60, Bangalore, Education","80%, Negative"
Festival,5516,1,10:00 - 18:00,2024-10-01,2024-10-01,"30-60, Bangalore, Education","80%, Negative"
Trade Show,918,2,14:00 - 20:00,2024-10-17,2024-10-18,"18-35, Maharashtra, Arts","70%, Negative"
Trade Show,799,1,10:00 - 18:00,2024-12-25,2024-12-25,"20-45, Mumbai, Sports","80%, Negative"
Conference,357,3,10:00 - 18:00,2025-01-15,2025-01-17,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,121,1,12:00 - 22:00,2024-11-12,2024-11-12,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,2718,3,10:00 - 18:00,2024-10-14,2024-10-16,"30-60, Bangalore, Education","75%, Neutral"
Seminar,892,3,10:00 - 18:00,2024-12-12,2024-12-14,"20-45, Mumbai, Sports","80%, Negative"
Seminar,455,2,09:00 - 17:00,2024-12-31,2025-01-01,"30-60, Bangalore, Education","95%, Positive"
Trade Show,796,1,10:00 - 18:00,2025-01-12,2025-01-12,"18-25, Indore, Tech","70%, Negative"
Festival,2649,4,12:00 - 22:00,2024-12-13,2024-12-16,"18-35, Maharashtra, Arts","75%, Neutral"
Festival,2062,4,09:00 - 17:00,2024-11-25,2024-11-28,"20-45, Mumbai, Sports","80%, Negative"
Festival,3663,4,12:00 - 22:00,2024-11-07,2024-11-10,"18-25, Indore, Tech","75%, Neutral"
Trade Show,1604,3,14:00 - 20:00,2024-12-02,2024-12-04,"25-50, Delhi, Business","95%, Positive"
Festival,2801,4,12:00 - 22:00,2024-12-25,2024-12-28,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,116,4,12:00 - 22:00,2025-01-11,2025-01-14,"25-50, Delhi, Business","70%, Negative"
Seminar,223,4,09:00 - 17:00,2024-12-07,2024-12-10,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,1900,2,10:00 - 18:00,2024-11-16,2024-11-17,"18-25, Indore, Tech","95%, Positive"
Conference,1894,3,09:00 - 17:00,2024-10-22,2024-10-24,"18-25, Indore, Tech","75%, Neutral"
Conference,1606,3,10:00 - 18:00,2024-10-17,2024-10-19,"18-25, Indore, Tech","70%, Negative"
Conference,370,2,10:00 - 18:00,2025-01-20,2025-01-21,"25-50, Delhi, Business","70%, Negative"
Seminar,379,3,12:00 - 22:00,2024-12-05,2024-12-07,"18-25, Indore, Tech","75%, Neutral"
Trade Show,1954,2,12:00 - 22:00,2024-10-05,2024-10-06,"18-35, Maharashtra, Arts","85%, Positive"
Seminar,933,4,12:00 - 22:00,2024-10-26,2024-10-29,"18-25, Indore, Tech","80%, Negative"
Conference,1757,4,09:00 - 17:00,2024-10-29,2024-11-01,"30-60, Bangalore, Education","85%, Positive"
Trade Show,832,4,12:00 - 22:00,2024-10-04,2024-10-07,"25-50, Delhi, Business","75%, Neutral"
Seminar,335,2,10:00 - 18:00,2024-11-22,2024-11-23,"18-35, Maharashtra, Arts","80%, Negative"
Festival,2912,1,12:00 - 22:00,2025-01-24,2025-01-24,"30-60, Bangalore, Education","95%, Positive"
Seminar,209,4,09:00 - 17:00,2024-11-29,2024-12-02,"20-45, Mumbai, Sports","70%, Negative"
Festival,6865,3,10:00 - 18:00,2024-10-06,2024-10-08,"18-25, Indore, Tech","75%, Neutral"
Trade Show,1596,2,10:00 - 18:00,2024-12-17,2024-12-18,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,801,3,14:00 - 20:00,2024-10-19,2024-10-21,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,52,2,10:00 - 18:00,2025-01-03,2025-01-04,"20-45, Mumbai, Sports","75%, Neutral"
Festival,3975,2,14:00 - 20:00,2024-12-09,2024-12-10,"18-35, Maharashtra, Arts","85%, Positive"
Conference,1449,4,09:00 - 17:00,2024-12-07,2024-12-10,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,1109,1,10:00 - 18:00,2024-11-09,2024-11-09,"25-50, Delhi, Business","85%, Positive"
Seminar,341,1,12:00 - 22:00,2024-12-13,2024-12-13,"18-35, Maharashtra, Arts","70%, Negative"
Trade Show,2818,4,14:00 - 20:00,2024-10-17,2024-10-20,"18-35, Maharashtra, Arts","70%, Negative"
Seminar,1085,1,12:00 - 22:00,2024-10-30,2024-10-30,"25-50, Delhi, Business","75%, Neutral"
Conference,1058,3,10:00 - 18:00,2025-01-08,2025-01-10,"20-45, Mumbai, Sports","70%, Negative"
Festival,6840,2,14:00 - 20:00,2025-01-08,2025-01-09,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,2713,2,10:00 - 18:00,2024-11-22,2024-11-23,"18-25, Indore, Tech","75%, Neutral"
Conference,1212,2,10:00 - 18:00,2024-12-30,2024-12-31,"25-50, Delhi, Business","95%, Positive"
Conference,786,4,09:00 - 17:00,2024-11-16,2024-11-19,"18-25, Indore, Tech","85%, Positive"
Conference,930,4,09:00 - 17:00,2024-10-17,2024-10-20,"30-60, Bangalore, Education","95%, Positive"
Trade Show,1148,3,12:00 - 22:00,2024-10-29,2024-10-31,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,762,3,10:00 - 18:00,2025-01-06,2025-01-08,"18-25, Indore, Tech","75%, Neutral"
Trade Show,603,3,12:00 - 22:00,2024-11-03,2024-11-05,"30-60, Bangalore, Education","75%, Neutral"
Seminar,809,3,12:00 - 22:00,2024-11-17,2024-11-19,"18-25, Indore, Tech","95%, Positive"
Conference,937,3,09:00 - 17:00,2024-10-30,2024-11-01,"18-35, Maharashtra, Arts","85%, Positive"
Conference,862,2,09:00 - 17:00,2024-11-20,2024-11-21,"18-25, Indore, Tech","75%, Neutral"
Seminar,93,2,09:00 - 17:00,2025-01-05,2025-01-06,"30-60, Bangalore, Education","70%, Negative"
Seminar,158,1,09:00 - 17:00,2025-01-02,2025-01-02,"18-35, Maharashtra, Arts","70%, Negative"
Conference,1678,4,10:00 - 18:00,2024-10-22,2024-10-25,"20-45, Mumbai, Sports","70%, Negative"
Conference,986,3,09:00 - 17:00,2024-11-16,2024-11-18,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,478,1,09:00 - 17:00,2024-12-20,2024-12-20,"30-60, Bangalore, Education","95%, Positive"
Seminar,527,3,12:00 - 22:00,2024-12-24,2024-12-26,"30-60, Bangalore, Education","95%, Positive"
Seminar,1138,4,12:00 - 22:00,2025-01-06,2025-01-09,"30-60, Bangalore, Education","80%, Negative"
Trade Show,794,1,14:00 - 20:00,2024-10-04,2024-10-04,"25-50, Delhi, Business","85%, Positive"
Trade Show,705,1,10:00 - 18:00,2024-12-07,2024-12-07,"25-50, Delhi, Business","70%, Negative"
Conference,957,3,10:00 - 18:00,2024-10-06,2024-10-08,"18-35, Maharashtra, Arts","75%, Neutral"
Conference,1079,4,10:00 - 18:00,2024-10-29,2024-11-01,"18-25, Indore, Tech","80%, Negative"
Conference,1080,4,10:00 - 18:00,2024-10-30,2024-11-02,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,2666,2,12:00 - 22:00,2024-12-04,2024-12-05,"18-25, Indore, Tech","75%, Neutral"
Conference,1478,2,09:00 - 17:00,2024-10-09,2024-10-10,"18-25, Indore, Tech","85%, Positive"
Conference,724,2,09:00 - 17:00,2024-12-09,2024-12-10,"30-60, Bangalore, Education","70%, Negative"
Seminar,576,1,10:00 - 18:00,2025-01-08,2025-01-08,"25-50, Delhi, Business","75%, Neutral"
Seminar,472,1,12:00 - 22:00,2025-01-29,2025-01-29,"20-45, Mumbai, Sports","80%, Negative"
Seminar,505,4,09:00 - 17:00,2025-01-10,2025-01-13,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,975,3,14:00 - 20:00,2024-12-01,2024-12-03,"20-45, Mumbai, Sports","85%, Positive"
Seminar,203,4,09:00 - 17:00,2024-11-07,2024-11-10,"25-50, Delhi, Business","80%, Negative"
Conference,603,4,09:00 - 17:00,2024-12-01,2024-12-04,"30-60, Bangalore, Education","75%, Neutral"
Festival,3482,4,12:00 - 22:00,2024-12-31,2025-01-03,"25-50, Delhi, Business","75%, Neutral"
Festival,2315,4,12:00 - 22:00,2025-01-18,2025-01-21,"18-25, Indore, Tech","85%, Positive"
Seminar,85,4,12:00 - 22:00,2025-01-13,2025-01-16,"20-45, Mumbai, Sports","70%, Negative"
Conference,1712,4,09:00 - 17:00,2024-11-25,2024-11-28,"30-60, Bangalore, Education","85%, Positive"
Conference,1891,3,09:00 - 17:00,2024-12-03,2024-12-05,"30-60, Bangalore, Education","95%, Positive"
Conference,1838,2,09:00 - 17:00,2024-10-24,2024-10-25,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,183,4,12:00 - 22:00,2024-11-20,2024-11-23,"18-35, Maharashtra, Arts","80%, Negative"
Festival,3262,1,12:00 - 22:00,2025-01-03,2025-01-03,"30-60, Bangalore, Education","95%, Positive"
Festival,7000,4,12:00 - 22:00,2024-11-29,2024-12-02,"25-50, Delhi, Business","80%, Negative"
Conference,1733,2,10:00 - 18:00,2024-12-19,2024-12-20,"18-35, Maharashtra, Arts","75%, Neutral"
Conference,1488,2,09:00 - 17:00,2025-01-05,2025-01-06,"20-45, Mumbai, Sports","70%, Negative"
Seminar,95,3,09:00 - 17:00,2024-12-18,2024-12-20,"30-60, Bangalore, Education","75%, Neutral"
Seminar,720,3,10:00 - 18:00,2024-12-07,2024-12-09,"20-45, Mumbai, Sports","75%, Neutral"
Conference,1823,2,10:00 - 18:00,2024-11-11,2024-11-12,"18-25, Indore, Tech","70%, Negative"
Trade Show,2790,2,12:00 - 22:00,2024-10-24,2024-10-25,"18-35, Maharashtra, Arts","75%, Neutral"
Conference,398,3,10:00 - 18:00,2024-11-27,2024-11-29,"18-25, Indore, Tech","95%, Positive"
Seminar,394,1,12:00 - 22:00,2024-11-19,2024-11-19,"25-50, Delhi, Business","70%, Negative"
Festival,5707,2,12:00 - 22:00,2025-01-20,2025-01-21,"25-50, Delhi, Business","75%, Neutral"
Festival,2069,4,14:00 - 20:00,2024-10-31,2024-11-03,"30-60, Bangalore, Education","75%, Neutral"
Seminar,707,3,12:00 - 22:00,2024-11-05,2024-11-07,"30-60, Bangalore, Education","95%, Positive"
Seminar,529,2,10:00 - 18:00,2024-11-09,2024-11-10,"18-25, Indore, Tech","95%, Positive"
Seminar,477,1,12:00 - 22:00,2024-11-23,2024-11-23,"18-25, Indore, Tech","70%, Negative"
Festival,6941,2,12:00 - 22:00,2024-12-21,2024-12-22,"25-50, Delhi, Business","80%, Negative"
Festival,5004,1,09:00 - 17:00,2025-01-07,2025-01-07,"20-45, Mumbai, Sports","80%, Negative"
Conference,962,3,09:00 - 17:00,2024-10-18,2024-10-20,"25-50, Delhi, Business","70%, Negative"
Conference,903,3,09:00 - 17:00,2025-01-28,2025-01-30,"18-25, Indore, Tech","95%, Positive"
Seminar,1003,1,12:00 - 22:00,2024-11-29,2024-11-29,"18-35, Maharashtra, Arts","85%, Positive"
Festival,5679,1,14:00 - 20:00,2024-10-18,2024-10-18,"30-60, Bangalore, Education","85%, Positive"
Seminar,117,2,12:00 - 22:00,2024-11-11,2024-11-12,"25-50, Delhi, Business","85%, Positive"
Festival,6447,1,10:00 - 18:00,2025-01-29,2025-01-29,"30-60, Bangalore, Education","70%, Negative"
Festival,1333,3,09:00 - 17:00,2024-11-04,2024-11-06,"25-50, Delhi, Business","75%, Neutral"
Festival,6654,1,12:00 - 22:00,2024-11-29,2024-11-29,"25-50, Delhi, Business","85%, Positive"
Trade Show,577,4,14:00 - 20:00,2025-01-04,2025-01-07,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,656,3,09:00 - 17:00,2024-11-23,2024-11-25,"18-35, Maharashtra, Arts","80%, Negative"
Festival,6715,3,09:00 - 17:00,2024-10-16,2024-10-18,"30-60, Bangalore, Education","70%, Negative"
Seminar,1100,1,09:00 - 17:00,2024-11-23,2024-11-23,"25-50, Delhi, Business","95%, Positive"
Trade Show,682,4,14:00 - 20:00,2025-01-11,2025-01-14,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,2981,3,12:00 - 22:00,2024-10-10,2024-10-12,"30-60, Bangalore, Education","95%, Positive"
Festival,2001,4,14:00 - 20:00,2024-10-21,2024-10-24,"18-25, Indore, Tech","85%, Positive"
Trade Show,2878,3,14:00 - 20:00,2024-10-07,2024-10-09,"18-25, Indore, Tech","70%, Negative"
Festival,3871,2,14:00 - 20:00,2024-12-24,2024-12-25,"30-60, Bangalore, Education","75%, Neutral"
Seminar,1025,4,12:00 - 22:00,2024-11-05,2024-11-08,"20-45, Mumbai, Sports","70%, Negative"
Trade Show,759,3,12:00 - 22:00,2025-01-17,2025-01-19,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,161,4,12:00 - 22:00,2025-01-17,2025-01-20,"25-50, Delhi, Business","70%, Negative"
Seminar,319,1,12:00 - 22:00,2024-12-22,2024-12-22,"20-45, Mumbai, Sports","70%, Negative"
Trade Show,1730,3,10:00 - 18:00,2024-10-20,2024-10-22,"18-35, Maharashtra, Arts","80%, Negative"
Festival,6037,3,09:00 - 17:00,2024-12-12,2024-12-14,"30-60, Bangalore, Education","75%, Neutral"
Seminar,633,3,12:00 - 22:00,2025-01-05,2025-01-07,"20-45, Mumbai, Sports","80%, Negative"
Festival,5434,4,14:00 - 20:00,2024-12-28,2024-12-31,"18-35, Maharashtra, Arts","75%, Neutral"
Festival,6673,2,10:00 - 18:00,2024-11-20,2024-11-21,"30-60, Bangalore, Education","70%, Negative"
Seminar,1049,2,10:00 - 18:00,2024-10-01,2024-10-02,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,423,3,10:00 - 18:00,2024-11-08,2024-11-10,"25-50, Delhi, Business","80%, Negative"
Conference,848,4,10:00 - 18:00,2024-12-02,2024-12-05,"20-45, Mumbai, Sports","85%, Positive"
Conference,957,3,10:00 - 18:00,2024-12-23,2024-12-25,"25-50, Delhi, Business","75%, Neutral"
Conference,752,2,09:00 - 17:00,2024-10-22,2024-10-23,"20-45, Mumbai, Sports","85%, Positive"
Trade Show,1794,3,10:00 - 18:00,2024-11-07,2024-11-09,"18-25, Indore, Tech","75%, Neutral"
Seminar,604,2,12:00 - 22:00,2024-10-19,2024-10-20,"20-45, Mumbai, Sports","70%, Negative"
Trade Show,651,2,14:00 - 20:00,2024-10-30,2024-10-31,"25-50, Delhi, Business","80%, Negative"
Trade Show,1967,2,10:00 - 18:00,2024-10-17,2024-10-18,"20-45, Mumbai, Sports","75%, Neutral"
Conference,841,4,09:00 - 17:00,2024-11-07,2024-11-10,"18-35, Maharashtra, Arts","70%, Negative"
Conference,1405,4,09:00 - 17:00,2024-11-28,2024-12-01,"30-60, Bangalore, Education","95%, Positive"
Conference,1590,4,10:00 - 18:00,2025-01-16,2025-01-19,"20-45, Mumbai, Sports","75%, Neutral"
Conference,751,4,09:00 - 17:00,2024-10-17,2024-10-20,"20-45, Mumbai, Sports","70%, Negative"
Conference,1091,2,10:00 - 18:00,2024-12-11,2024-12-12,"30-60, Bangalore, Education","70%, Negative"
Seminar,1129,3,12:00 - 22:00,2024-11-14,2024-11-16,"25-50, Delhi, Business","95%, Positive"
Seminar,970,1,09:00 - 17:00,2024-12-19,2024-12-19,"25-50, Delhi, Business","80%, Negative"
Festival,1099,4,12:00 - 22:00,2024-11-18,2024-11-21,"20-45, Mumbai, Sports","95%, Positive"
Festival,3727,2,09:00 - 17:00,2024-12-15,2024-12-16,"25-50, Delhi, Business","95%, Positive"
Festival,3221,4,10:00 - 18:00,2024-12-30,2025-01-02,"18-35, Maharashtra, Arts","95%, Positive"
Seminar,1187,4,12:00 - 22:00,2024-12-05,2024-12-08,"30-60, Bangalore, Education","95%, Positive"
Trade Show,1215,2,14:00 - 20:00,2024-11-01,2024-11-02,"20-45, Mumbai, Sports","75%, Neutral"
Conference,1823,4,10:00 - 18:00,2025-01-13,2025-01-16,"18-35, Maharashtra, Arts","75%, Neutral"
Festival,4970,3,14:00 - 20:00,2025-01-04,2025-01-06,"18-35, Maharashtra, Arts","95%, Positive"
Festival,6637,2,09:00 - 17:00,2024-11-24,2024-11-25,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,639,1,10:00 - 18:00,2024-10-03,2024-10-03,"18-25, Indore, Tech","80%, Negative"
Festival,4499,4,09:00 - 17:00,2024-11-30,2024-12-03,"18-25, Indore, Tech","70%, Negative"
Conference,612,2,10:00 - 18:00,2025-01-29,2025-01-30,"30-60, Bangalore, Education","95%, Positive"
Trade Show,2847,4,14:00 - 20:00,2024-10-07,2024-10-10,"20-45, Mumbai, Sports","80%, Negative"
Festival,3348,4,12:00 - 22:00,2024-10-11,2024-10-14,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,2933,1,12:00 - 22:00,2025-01-25,2025-01-25,"18-25, Indore, Tech","85%, Positive"
Conference,1393,2,09:00 - 17:00,2024-10-28,2024-10-29,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,1882,1,14:00 - 20:00,2024-11-06,2024-11-06,"30-60, Bangalore, Education","70%, Negative"
Trade Show,986,3,10:00 - 18:00,2024-12-27,2024-12-29,"18-35, Maharashtra, Arts","95%, Positive"
Festival,3853,4,12:00 - 22:00,2024-12-06,2024-12-09,"18-25, Indore, Tech","75%, Neutral"
Seminar,94,2,10:00 - 18:00,2024-12-13,2024-12-14,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,2131,3,14:00 - 20:00,2024-11-09,2024-11-11,"18-35, Maharashtra, Arts","75%, Neutral"
Festival,3576,2,10:00 - 18:00,2024-10-15,2024-10-16,"18-35, Maharashtra, Arts","95%, Positive"
Festival,6043,3,09:00 - 17:00,2024-10-03,2024-10-05,"18-35, Maharashtra, Arts","95%, Positive"
Conference,1433,3,10:00 - 18:00,2024-12-04,2024-12-06,"30-60, Bangalore, Education","95%, Positive"
Festival,3643,3,10:00 - 18:00,2024-10-13,2024-10-15,"20-45, Mumbai, Sports","85%, Positive"
Trade Show,1018,3,14:00 - 20:00,2024-12-03,2024-12-05,"18-25, Indore, Tech","80%, Negative"
Trade Show,1817,4,14:00 - 20:00,2024-10-16,2024-10-19,"18-35, Maharashtra, Arts","95%, Positive"
Conference,424,2,09:00 - 17:00,2025-01-12,2025-01-13,"25-50, Delhi, Business","95%, Positive"
Seminar,1172,2,12:00 - 22:00,2024-10-30,2024-10-31,"30-60, Bangalore, Education","85%, Positive"
Conference,1459,4,09:00 - 17:00,2024-11-29,2024-12-02,"20-45, Mumbai, Sports","95%, Positive"
Festival,4045,3,12:00 - 22:00,2025-01-12,2025-01-14,"20-45, Mumbai, Sports","85%, Positive"
Conference,502,4,09:00 - 17:00,2024-10-12,2024-10-15,"25-50, Delhi, Business","75%, Neutral"
Trade Show,1957,3,10:00 - 18:00,2025-01-03,2025-01-05,"18-25, Indore, Tech","70%, Negative"
Conference,480,2,09:00 - 17:00,2025-01-24,2025-01-25,"30-60, Bangalore, Education","70%, Negative"
Trade Show,2101,3,10:00 - 18:00,2024-10-09,2024-10-11,"20-45, Mumbai, Sports","70%, Negative"
Conference,1085,3,10:00 - 18:00,2025-01-02,2025-01-04,"20-45, Mumbai, Sports","75%, Neutral"
Conference,383,2,09:00 - 17:00,2024-12-23,2024-12-24,"25-50, Delhi, Business","95%, Positive"
Festival,1229,4,09:00 - 17:00,2024-11-30,2024-12-03,"20-45, Mumbai, Sports","95%, Positive"
