Event Type,Event Size (Attendees),Event Duration (Days),Event Schedule (Start - End),"Participant Demographics (Age, Location, Interests)","Participant Engagement Metrics (Attendance, Feedback)"
Conference,3990,4,10:00 - 18:00,"20-45, Mumbai, Sports","90%, Very Positive"
Concert,2511,2,10:00 - 18:00,"18-25, Indore, Tech","85%, Positive"
Concert,7705,4,08:00 - 16:00,"20-45, Mumbai, Sports","85%, Positive"
Festival,9354,3,19:00 - 22:00,"16-30, Banglore, Music","80%, Negative"
Webinar,204,3,10:00 - 18:00,"30-50, Delhi, Education","75%, Neutral"
Webinar,5985,1,10:00 - 18:00,"25-40, Bhopal, Business","95%, Positive"
Concert,1262,3,09:00 - 17:00,"25-40, Bhopal, Business","75%, Neutral"
Seminar,7096,1,08:00 - 16:00,"30-50, Delhi, Education","80%, Negative"
Webinar,5577,2,19:00 - 22:00,"18-25, Indore, Tech","70%, Mixed"
Conference,779,2,12:00 - 22:00,"18-35, Maharashtra, Arts","85%, Positive"
Trade Show,1474,3,08:00 - 16:00,"20-45, Mumbai, Sports","85%, Positive"
Festival,515,4,19:00 - 22:00,"20-45, Mumbai, Sports","90%, Very Positive"
Concert,4928,1,14:00 - 20:00,"16-30, Banglore, Music","95%, Positive"
Seminar,2795,1,10:00 - 18:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Seminar,4801,2,14:00 - 20:00,"18-35, Maharashtra, Arts","75%, Neutral"
Workshop,9798,3,10:00 - 18:00,"20-45, Mumbai, Sports","90%, Very Positive"
Webinar,1334,3,09:00 - 17:00,"18-35, Maharashtra, Arts","70%, Mixed"
Conference,6468,4,10:00 - 18:00,"25-40, Bhopal, Business","70%, Mixed"
Conference,6601,2,19:00 - 22:00,"16-30, Banglore, Music","75%, Neutral"
Seminar,3457,3,08:00 - 16:00,"18-25, Indore, Tech","80%, Negative"
Conference,4722,1,09:00 - 17:00,"20-45, Mumbai, Sports","70%, Mixed"
Webinar,6332,2,19:00 - 22:00,"16-30, Banglore, Music","70%, Mixed"
Webinar,2922,4,12:00 - 22:00,"30-50, Delhi, Education","90%, Very Positive"
Festival,604,1,10:00 - 18:00,"25-40, Bhopal, Business","80%, Negative"
Trade Show,8290,4,19:00 - 22:00,"18-25, Indore, Tech","80%, Negative"
Seminar,4587,1,14:00 - 20:00,"18-35, Maharashtra, Arts","70%, Mixed"
Trade Show,8882,4,14:00 - 20:00,"20-45, Mumbai, Sports","95%, Positive"
Concert,7071,4,19:00 - 22:00,"30-50, Delhi, Education","75%, Neutral"
Trade Show,1362,3,08:00 - 16:00,"16-30, Banglore, Music","75%, Neutral"
Webinar,9800,2,08:00 - 16:00,"18-35, Maharashtra, Arts","85%, Positive"
Festival,281,4,09:00 - 17:00,"18-25, Indore, Tech","85%, Positive"
Trade Show,4715,3,12:00 - 22:00,"25-40, Bhopal, Business","70%, Mixed"
Seminar,735,1,14:00 - 20:00,"18-25, Indore, Tech","90%, Very Positive"
Webinar,1290,1,12:00 - 22:00,"20-45, Mumbai, Sports","95%, Positive"
Concert,8047,1,10:00 - 18:00,"25-40, Bhopal, Business","85%, Positive"
Festival,2155,1,09:00 - 17:00,"25-40, Bhopal, Business","90%, Very Positive"
Workshop,9989,3,14:00 - 20:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Webinar,2949,1,09:00 - 17:00,"18-25, Indore, Tech","75%, Neutral"
Trade Show,530,4,12:00 - 22:00,"30-50, Delhi, Education","70%, Mixed"
Festival,3745,2,09:00 - 17:00,"20-45, Mumbai, Sports","85%, Positive"
Conference,4134,2,19:00 - 22:00,"30-50, Delhi, Education","85%, Positive"
Trade Show,2115,3,14:00 - 20:00,"16-30, Banglore, Music","85%, Positive"
Festival,767,1,10:00 - 18:00,"18-25, Indore, Tech","70%, Mixed"
Trade Show,6607,3,08:00 - 16:00,"18-25, Indore, Tech","90%, Very Positive"
Seminar,5913,1,09:00 - 17:00,"20-45, Mumbai, Sports","85%, Positive"
Workshop,9098,1,12:00 - 22:00,"20-45, Mumbai, Sports","80%, Negative"
Seminar,5680,1,08:00 - 16:00,"16-30, Banglore, Music","80%, Negative"
Seminar,240,1,12:00 - 22:00,"20-45, Mumbai, Sports","95%, Positive"
Seminar,9308,3,09:00 - 17:00,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,1891,3,10:00 - 18:00,"30-50, Delhi, Education","70%, Mixed"
Trade Show,8880,1,08:00 - 16:00,"18-35, Maharashtra, Arts","75%, Neutral"
Conference,7873,4,12:00 - 22:00,"30-50, Delhi, Education","85%, Positive"
Conference,8753,2,14:00 - 20:00,"16-30, Banglore, Music","80%, Negative"
Concert,5894,2,12:00 - 22:00,"20-45, Mumbai, Sports","70%, Mixed"
Conference,1386,1,10:00 - 18:00,"18-25, Indore, Tech","80%, Negative"
Conference,754,2,10:00 - 18:00,"18-25, Indore, Tech","75%, Neutral"
Webinar,3971,1,09:00 - 17:00,"18-25, Indore, Tech","85%, Positive"
Webinar,1112,3,09:00 - 17:00,"25-40, Bhopal, Business","95%, Positive"
Trade Show,9016,1,14:00 - 20:00,"20-45, Mumbai, Sports","75%, Neutral"
Conference,5407,2,09:00 - 17:00,"18-25, Indore, Tech","75%, Neutral"
Trade Show,1459,3,09:00 - 17:00,"30-50, Delhi, Education","95%, Positive"
Festival,4502,4,14:00 - 20:00,"30-50, Delhi, Education","90%, Very Positive"
Seminar,8838,4,12:00 - 22:00,"16-30, Banglore, Music","80%, Negative"
Workshop,1091,1,19:00 - 22:00,"16-30, Banglore, Music","70%, Mixed"
Conference,9542,4,10:00 - 18:00,"20-45, Mumbai, Sports","85%, Positive"
Festival,8244,2,12:00 - 22:00,"16-30, Banglore, Music","95%, Positive"
Festival,5252,3,19:00 - 22:00,"20-45, Mumbai, Sports","90%, Very Positive"
Seminar,7022,3,09:00 - 17:00,"30-50, Delhi, Education","80%, Negative"
Webinar,7214,1,09:00 - 17:00,"16-30, Banglore, Music","75%, Neutral"
Seminar,9928,4,09:00 - 17:00,"30-50, Delhi, Education","70%, Mixed"
Seminar,1876,4,08:00 - 16:00,"18-25, Indore, Tech","75%, Neutral"
Workshop,685,1,14:00 - 20:00,"25-40, Bhopal, Business","80%, Negative"
Concert,6924,1,19:00 - 22:00,"25-40, Bhopal, Business","90%, Very Positive"
Concert,397,4,09:00 - 17:00,"30-50, Delhi, Education","90%, Very Positive"
Workshop,7776,3,19:00 - 22:00,"18-35, Maharashtra, Arts","95%, Positive"
Webinar,9678,1,09:00 - 17:00,"16-30, Banglore, Music","95%, Positive"
Concert,9588,2,19:00 - 22:00,"16-30, Banglore, Music","75%, Neutral"
Conference,1247,2,19:00 - 22:00,"18-25, Indore, Tech","95%, Positive"
Trade Show,6964,4,14:00 - 20:00,"18-25, Indore, Tech","70%, Mixed"
Seminar,4064,2,10:00 - 18:00,"16-30, Banglore, Music","95%, Positive"
Seminar,2361,2,14:00 - 20:00,"16-30, Banglore, Music","70%, Mixed"
Festival,2004,3,19:00 - 22:00,"30-50, Delhi, Education","95%, Positive"
Trade Show,5258,2,10:00 - 18:00,"25-40, Bhopal, Business","85%, Positive"
Webinar,8808,4,09:00 - 17:00,"20-45, Mumbai, Sports","80%, Negative"
Concert,1362,2,09:00 - 17:00,"16-30, Banglore, Music","80%, Negative"
Workshop,7701,2,08:00 - 16:00,"16-30, Banglore, Music","80%, Negative"
Conference,2501,4,12:00 - 22:00,"16-30, Banglore, Music","70%, Mixed"
Festival,8818,3,19:00 - 22:00,"16-30, Banglore, Music","85%, Positive"
Concert,2571,1,19:00 - 22:00,"16-30, Banglore, Music","85%, Positive"
Trade Show,4979,4,12:00 - 22:00,"16-30, Banglore, Music","80%, Negative"
Seminar,9549,1,09:00 - 17:00,"25-40, Bhopal, Business","75%, Neutral"
Concert,1503,4,12:00 - 22:00,"16-30, Banglore, Music","80%, Negative"
Trade Show,6026,4,12:00 - 22:00,"16-30, Banglore, Music","80%, Negative"
Workshop,7034,2,14:00 - 20:00,"25-40, Bhopal, Business","70%, Mixed"
Trade Show,226,2,10:00 - 18:00,"25-40, Bhopal, Business","75%, Neutral"
Concert,2881,4,09:00 - 17:00,"18-35, Maharashtra, Arts","85%, Positive"
Trade Show,6782,1,12:00 - 22:00,"30-50, Delhi, Education","70%, Mixed"
Workshop,6847,2,10:00 - 18:00,"18-35, Maharashtra, Arts","70%, Mixed"
Seminar,123,2,19:00 - 22:00,"30-50, Delhi, Education","85%, Positive"
Trade Show,9305,1,10:00 - 18:00,"18-35, Maharashtra, Arts","75%, Neutral"
Webinar,5850,3,19:00 - 22:00,"18-35, Maharashtra, Arts","85%, Positive"
Trade Show,9889,4,12:00 - 22:00,"18-25, Indore, Tech","90%, Very Positive"
Seminar,6716,4,10:00 - 18:00,"30-50, Delhi, Education","70%, Mixed"
Workshop,5613,2,14:00 - 20:00,"25-40, Bhopal, Business","75%, Neutral"
Seminar,766,3,08:00 - 16:00,"25-40, Bhopal, Business","70%, Mixed"
Webinar,950,2,14:00 - 20:00,"16-30, Banglore, Music","75%, Neutral"
Trade Show,5928,4,10:00 - 18:00,"18-25, Indore, Tech","90%, Very Positive"
Festival,6896,3,12:00 - 22:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Webinar,4892,4,09:00 - 17:00,"30-50, Delhi, Education","80%, Negative"
Trade Show,432,4,10:00 - 18:00,"18-25, Indore, Tech","90%, Very Positive"
Seminar,2889,2,09:00 - 17:00,"18-25, Indore, Tech","75%, Neutral"
Concert,9868,3,09:00 - 17:00,"18-35, Maharashtra, Arts","95%, Positive"
Conference,7338,2,08:00 - 16:00,"18-35, Maharashtra, Arts","85%, Positive"
Seminar,7046,2,09:00 - 17:00,"18-25, Indore, Tech","75%, Neutral"
Festival,3960,2,10:00 - 18:00,"20-45, Mumbai, Sports","75%, Neutral"
Festival,4046,2,08:00 - 16:00,"20-45, Mumbai, Sports","90%, Very Positive"
Seminar,6694,2,14:00 - 20:00,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,5314,4,08:00 - 16:00,"25-40, Bhopal, Business","70%, Mixed"
Trade Show,9315,4,09:00 - 17:00,"16-30, Banglore, Music","95%, Positive"
Concert,4120,1,09:00 - 17:00,"16-30, Banglore, Music","95%, Positive"
Webinar,2963,1,12:00 - 22:00,"25-40, Bhopal, Business","90%, Very Positive"
Concert,9873,1,19:00 - 22:00,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,2982,3,19:00 - 22:00,"18-25, Indore, Tech","80%, Negative"
Festival,1965,3,10:00 - 18:00,"25-40, Bhopal, Business","75%, Neutral"
Conference,3752,3,12:00 - 22:00,"16-30, Banglore, Music","85%, Positive"
Webinar,7813,4,08:00 - 16:00,"25-40, Bhopal, Business","90%, Very Positive"
Workshop,7003,2,19:00 - 22:00,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,1436,2,12:00 - 22:00,"20-45, Mumbai, Sports","85%, Positive"
Conference,4957,1,10:00 - 18:00,"18-35, Maharashtra, Arts","70%, Mixed"
Webinar,201,2,10:00 - 18:00,"18-25, Indore, Tech","90%, Very Positive"
Trade Show,3524,4,14:00 - 20:00,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,8379,2,14:00 - 20:00,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,7672,3,19:00 - 22:00,"30-50, Delhi, Education","90%, Very Positive"
Seminar,5309,3,12:00 - 22:00,"30-50, Delhi, Education","75%, Neutral"
Workshop,6607,2,10:00 - 18:00,"18-35, Maharashtra, Arts","80%, Negative"
Workshop,1809,2,19:00 - 22:00,"16-30, Banglore, Music","80%, Negative"
Trade Show,316,1,08:00 - 16:00,"16-30, Banglore, Music","95%, Positive"
Webinar,2892,4,19:00 - 22:00,"18-35, Maharashtra, Arts","95%, Positive"
Workshop,3251,3,19:00 - 22:00,"30-50, Delhi, Education","80%, Negative"
Conference,566,1,09:00 - 17:00,"25-40, Bhopal, Business","90%, Very Positive"
Workshop,7518,2,12:00 - 22:00,"18-25, Indore, Tech","85%, Positive"
Webinar,4047,2,10:00 - 18:00,"20-45, Mumbai, Sports","95%, Positive"
Conference,8200,2,10:00 - 18:00,"25-40, Bhopal, Business","80%, Negative"
Festival,9379,3,10:00 - 18:00,"18-35, Maharashtra, Arts","75%, Neutral"
Concert,945,2,12:00 - 22:00,"16-30, Banglore, Music","90%, Very Positive"
Trade Show,9263,1,10:00 - 18:00,"25-40, Bhopal, Business","85%, Positive"
Seminar,9952,2,19:00 - 22:00,"30-50, Delhi, Education","70%, Mixed"
Conference,2565,2,14:00 - 20:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Webinar,6919,4,09:00 - 17:00,"25-40, Bhopal, Business","70%, Mixed"
Conference,3554,2,10:00 - 18:00,"18-25, Indore, Tech","75%, Neutral"
Conference,5721,3,19:00 - 22:00,"18-25, Indore, Tech","75%, Neutral"
Conference,7243,2,19:00 - 22:00,"18-25, Indore, Tech","95%, Positive"
Trade Show,6553,1,12:00 - 22:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Festival,1906,4,08:00 - 16:00,"25-40, Bhopal, Business","85%, Positive"
Trade Show,1862,1,10:00 - 18:00,"30-50, Delhi, Education","95%, Positive"
Seminar,792,1,14:00 - 20:00,"18-35, Maharashtra, Arts","80%, Negative"
Festival,2179,3,08:00 - 16:00,"16-30, Banglore, Music","85%, Positive"
Trade Show,2159,4,08:00 - 16:00,"18-35, Maharashtra, Arts","70%, Mixed"
Festival,6461,4,08:00 - 16:00,"18-25, Indore, Tech","80%, Negative"
Webinar,453,1,14:00 - 20:00,"30-50, Delhi, Education","95%, Positive"
Workshop,7304,1,12:00 - 22:00,"16-30, Banglore, Music","85%, Positive"
Workshop,603,1,10:00 - 18:00,"18-25, Indore, Tech","80%, Negative"
Webinar,5952,1,08:00 - 16:00,"25-40, Bhopal, Business","70%, Mixed"
Conference,6964,2,08:00 - 16:00,"18-25, Indore, Tech","70%, Mixed"
Workshop,8936,4,19:00 - 22:00,"25-40, Bhopal, Business","85%, Positive"
Webinar,2072,4,12:00 - 22:00,"16-30, Banglore, Music","80%, Negative"
Concert,1585,4,10:00 - 18:00,"25-40, Bhopal, Business","70%, Mixed"
Seminar,6407,4,08:00 - 16:00,"18-25, Indore, Tech","80%, Negative"
Festival,3656,2,12:00 - 22:00,"25-40, Bhopal, Business","90%, Very Positive"
Concert,2065,1,08:00 - 16:00,"30-50, Delhi, Education","70%, Mixed"
Webinar,6728,1,19:00 - 22:00,"16-30, Banglore, Music","90%, Very Positive"
Webinar,2478,2,14:00 - 20:00,"18-25, Indore, Tech","70%, Mixed"
Seminar,244,3,12:00 - 22:00,"16-30, Banglore, Music","95%, Positive"
Conference,5115,3,19:00 - 22:00,"25-40, Bhopal, Business","90%, Very Positive"
Seminar,818,4,19:00 - 22:00,"18-35, Maharashtra, Arts","80%, Negative"
Webinar,2700,2,14:00 - 20:00,"30-50, Delhi, Education","90%, Very Positive"
Trade Show,9912,4,12:00 - 22:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Seminar,6497,4,08:00 - 16:00,"16-30, Banglore, Music","90%, Very Positive"
Trade Show,7936,2,12:00 - 22:00,"25-40, Bhopal, Business","75%, Neutral"
Conference,727,1,08:00 - 16:00,"18-35, Maharashtra, Arts","85%, Positive"
Webinar,2650,3,12:00 - 22:00,"25-40, Bhopal, Business","85%, Positive"
Concert,5715,2,08:00 - 16:00,"20-45, Mumbai, Sports","70%, Mixed"
Trade Show,6536,3,10:00 - 18:00,"25-40, Bhopal, Business","70%, Mixed"
Workshop,4306,1,08:00 - 16:00,"16-30, Banglore, Music","95%, Positive"
Workshop,5773,1,10:00 - 18:00,"18-25, Indore, Tech","85%, Positive"
Webinar,3511,2,12:00 - 22:00,"25-40, Bhopal, Business","70%, Mixed"
Conference,5037,1,09:00 - 17:00,"18-25, Indore, Tech","75%, Neutral"
Seminar,8349,4,10:00 - 18:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Workshop,5513,3,10:00 - 18:00,"18-25, Indore, Tech","70%, Mixed"
Conference,9762,2,12:00 - 22:00,"18-25, Indore, Tech","85%, Positive"
Workshop,5749,1,14:00 - 20:00,"30-50, Delhi, Education","80%, Negative"
Seminar,6695,1,09:00 - 17:00,"25-40, Bhopal, Business","80%, Negative"
Trade Show,2078,4,09:00 - 17:00,"16-30, Banglore, Music","70%, Mixed"
Festival,1867,3,08:00 - 16:00,"18-25, Indore, Tech","80%, Negative"
Workshop,1281,2,10:00 - 18:00,"18-35, Maharashtra, Arts","85%, Positive"
Conference,7183,3,12:00 - 22:00,"20-45, Mumbai, Sports","85%, Positive"
Workshop,7940,3,19:00 - 22:00,"20-45, Mumbai, Sports","90%, Very Positive"
Seminar,763,2,12:00 - 22:00,"20-45, Mumbai, Sports","85%, Positive"
Conference,5542,2,10:00 - 18:00,"30-50, Delhi, Education","90%, Very Positive"
Webinar,6104,4,12:00 - 22:00,"18-25, Indore, Tech","85%, Positive"
Conference,6376,4,10:00 - 18:00,"20-45, Mumbai, Sports","90%, Very Positive"
Trade Show,7319,1,08:00 - 16:00,"25-40, Bhopal, Business","80%, Negative"
Seminar,5538,3,12:00 - 22:00,"25-40, Bhopal, Business","75%, Neutral"
Seminar,2473,4,19:00 - 22:00,"18-25, Indore, Tech","90%, Very Positive"
Concert,8711,4,09:00 - 17:00,"25-40, Bhopal, Business","85%, Positive"
Webinar,2345,4,10:00 - 18:00,"25-40, Bhopal, Business","75%, Neutral"
Workshop,8081,3,19:00 - 22:00,"20-45, Mumbai, Sports","80%, Negative"
Webinar,6184,1,14:00 - 20:00,"30-50, Delhi, Education","90%, Very Positive"
Concert,8302,4,09:00 - 17:00,"30-50, Delhi, Education","80%, Negative"
Webinar,6055,4,12:00 - 22:00,"30-50, Delhi, Education","85%, Positive"
Festival,9415,3,12:00 - 22:00,"20-45, Mumbai, Sports","90%, Very Positive"
Conference,8888,4,12:00 - 22:00,"25-40, Bhopal, Business","95%, Positive"
Festival,8387,2,14:00 - 20:00,"25-40, Bhopal, Business","95%, Positive"
Festival,1904,4,14:00 - 20:00,"30-50, Delhi, Education","85%, Positive"
Festival,2681,4,19:00 - 22:00,"18-25, Indore, Tech","95%, Positive"
Webinar,2192,1,19:00 - 22:00,"20-45, Mumbai, Sports","75%, Neutral"
Workshop,5847,2,12:00 - 22:00,"16-30, Banglore, Music","70%, Mixed"
Concert,9665,4,19:00 - 22:00,"16-30, Banglore, Music","70%, Mixed"
Workshop,1270,4,12:00 - 22:00,"16-30, Banglore, Music","95%, Positive"
Workshop,9404,1,12:00 - 22:00,"20-45, Mumbai, Sports","85%, Positive"
Webinar,9222,2,14:00 - 20:00,"20-45, Mumbai, Sports","80%, Negative"
Workshop,4187,3,10:00 - 18:00,"30-50, Delhi, Education","70%, Mixed"
Workshop,4855,2,14:00 - 20:00,"16-30, Banglore, Music","90%, Very Positive"
Webinar,5222,3,09:00 - 17:00,"18-25, Indore, Tech","80%, Negative"
Concert,165,3,10:00 - 18:00,"30-50, Delhi, Education","70%, Mixed"
Festival,242,3,08:00 - 16:00,"30-50, Delhi, Education","90%, Very Positive"
Webinar,4623,4,12:00 - 22:00,"18-35, Maharashtra, Arts","80%, Negative"
Webinar,2743,2,08:00 - 16:00,"20-45, Mumbai, Sports","90%, Very Positive"
Workshop,922,2,10:00 - 18:00,"25-40, Bhopal, Business","85%, Positive"
Festival,3365,1,10:00 - 18:00,"20-45, Mumbai, Sports","90%, Very Positive"
Concert,7308,1,12:00 - 22:00,"18-25, Indore, Tech","80%, Negative"
Conference,5546,4,10:00 - 18:00,"16-30, Banglore, Music","70%, Mixed"
Webinar,5886,4,08:00 - 16:00,"18-35, Maharashtra, Arts","85%, Positive"
Workshop,4545,2,09:00 - 17:00,"16-30, Banglore, Music","70%, Mixed"
Concert,9913,4,14:00 - 20:00,"18-35, Maharashtra, Arts","70%, Mixed"
Seminar,608,1,08:00 - 16:00,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,4936,3,09:00 - 17:00,"20-45, Mumbai, Sports","70%, Mixed"
Seminar,4655,2,08:00 - 16:00,"20-45, Mumbai, Sports","90%, Very Positive"
Concert,5293,3,12:00 - 22:00,"30-50, Delhi, Education","90%, Very Positive"
Conference,9366,2,09:00 - 17:00,"16-30, Banglore, Music","90%, Very Positive"
Concert,336,4,09:00 - 17:00,"16-30, Banglore, Music","95%, Positive"
Concert,7845,2,12:00 - 22:00,"20-45, Mumbai, Sports","75%, Neutral"
Webinar,654,4,08:00 - 16:00,"25-40, Bhopal, Business","80%, Negative"
Seminar,8138,4,14:00 - 20:00,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,6423,1,14:00 - 20:00,"16-30, Banglore, Music","70%, Mixed"
Seminar,6285,3,10:00 - 18:00,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,7716,4,19:00 - 22:00,"20-45, Mumbai, Sports","90%, Very Positive"
Trade Show,9223,4,14:00 - 20:00,"16-30, Banglore, Music","75%, Neutral"
Webinar,2187,4,19:00 - 22:00,"18-35, Maharashtra, Arts","95%, Positive"
Webinar,6728,2,19:00 - 22:00,"25-40, Bhopal, Business","85%, Positive"
Workshop,1810,4,12:00 - 22:00,"25-40, Bhopal, Business","70%, Mixed"
Seminar,1208,4,12:00 - 22:00,"30-50, Delhi, Education","90%, Very Positive"
Trade Show,1621,4,19:00 - 22:00,"16-30, Banglore, Music","85%, Positive"
Trade Show,5566,3,14:00 - 20:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Conference,2296,4,12:00 - 22:00,"18-25, Indore, Tech","95%, Positive"
Conference,3149,2,08:00 - 16:00,"18-25, Indore, Tech","75%, Neutral"
Concert,4822,2,08:00 - 16:00,"18-25, Indore, Tech","80%, Negative"
Concert,976,3,14:00 - 20:00,"16-30, Banglore, Music","90%, Very Positive"
Conference,417,4,09:00 - 17:00,"25-40, Bhopal, Business","75%, Neutral"
Festival,6904,4,19:00 - 22:00,"16-30, Banglore, Music","80%, Negative"
Seminar,9128,1,09:00 - 17:00,"25-40, Bhopal, Business","80%, Negative"
Workshop,1424,2,08:00 - 16:00,"20-45, Mumbai, Sports","70%, Mixed"
Festival,3963,2,09:00 - 17:00,"16-30, Banglore, Music","75%, Neutral"
Seminar,5727,3,19:00 - 22:00,"20-45, Mumbai, Sports","90%, Very Positive"
Webinar,1584,1,08:00 - 16:00,"18-25, Indore, Tech","75%, Neutral"
Workshop,5232,1,09:00 - 17:00,"18-25, Indore, Tech","90%, Very Positive"
Concert,5018,1,09:00 - 17:00,"16-30, Banglore, Music","80%, Negative"
Festival,9984,1,10:00 - 18:00,"25-40, Bhopal, Business","75%, Neutral"
Conference,931,1,12:00 - 22:00,"16-30, Banglore, Music","70%, Mixed"
Workshop,8260,3,19:00 - 22:00,"30-50, Delhi, Education","85%, Positive"
Workshop,5679,3,08:00 - 16:00,"25-40, Bhopal, Business","80%, Negative"
Webinar,6936,3,09:00 - 17:00,"20-45, Mumbai, Sports","85%, Positive"
Concert,9165,4,14:00 - 20:00,"18-25, Indore, Tech","80%, Negative"
Seminar,268,1,19:00 - 22:00,"18-25, Indore, Tech","80%, Negative"
Trade Show,9223,1,12:00 - 22:00,"25-40, Bhopal, Business","75%, Neutral"
Workshop,6955,3,10:00 - 18:00,"30-50, Delhi, Education","70%, Mixed"
Conference,7622,4,10:00 - 18:00,"25-40, Bhopal, Business","85%, Positive"
Trade Show,6780,1,12:00 - 22:00,"30-50, Delhi, Education","75%, Neutral"
Trade Show,9759,3,08:00 - 16:00,"30-50, Delhi, Education","85%, Positive"
Trade Show,5628,4,14:00 - 20:00,"25-40, Bhopal, Business","80%, Negative"
Workshop,6442,4,08:00 - 16:00,"20-45, Mumbai, Sports","70%, Mixed"
Conference,1379,3,09:00 - 17:00,"16-30, Banglore, Music","90%, Very Positive"
Seminar,6492,2,08:00 - 16:00,"25-40, Bhopal, Business","90%, Very Positive"
Concert,9098,2,19:00 - 22:00,"30-50, Delhi, Education","80%, Negative"
Workshop,3717,1,09:00 - 17:00,"30-50, Delhi, Education","75%, Neutral"
Concert,9266,2,14:00 - 20:00,"25-40, Bhopal, Business","75%, Neutral"
Webinar,6594,3,19:00 - 22:00,"20-45, Mumbai, Sports","85%, Positive"
Conference,185,1,10:00 - 18:00,"18-25, Indore, Tech","85%, Positive"
Webinar,7922,2,09:00 - 17:00,"18-25, Indore, Tech","90%, Very Positive"
Webinar,9318,1,10:00 - 18:00,"20-45, Mumbai, Sports","70%, Mixed"
Festival,1643,2,10:00 - 18:00,"16-30, Banglore, Music","90%, Very Positive"
Conference,9920,3,09:00 - 17:00,"18-25, Indore, Tech","95%, Positive"
Trade Show,7561,1,08:00 - 16:00,"16-30, Banglore, Music","85%, Positive"
Seminar,6603,3,10:00 - 18:00,"30-50, Delhi, Education","95%, Positive"
Concert,319,3,19:00 - 22:00,"18-25, Indore, Tech","85%, Positive"
Concert,5208,3,09:00 - 17:00,"18-25, Indore, Tech","90%, Very Positive"
Webinar,3300,3,12:00 - 22:00,"25-40, Bhopal, Business","80%, Negative"
Trade Show,3739,2,14:00 - 20:00,"20-45, Mumbai, Sports","85%, Positive"
Concert,8251,4,14:00 - 20:00,"16-30, Banglore, Music","75%, Neutral"
Workshop,123,4,08:00 - 16:00,"30-50, Delhi, Education","80%, Negative"
Conference,6681,1,12:00 - 22:00,"20-45, Mumbai, Sports","80%, Negative"
Concert,942,4,09:00 - 17:00,"30-50, Delhi, Education","95%, Positive"
Webinar,8465,2,09:00 - 17:00,"30-50, Delhi, Education","70%, Mixed"
Conference,5157,1,14:00 - 20:00,"30-50, Delhi, Education","90%, Very Positive"
Webinar,1803,3,09:00 - 17:00,"30-50, Delhi, Education","75%, Neutral"
